State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
MN,2021,Thailand,Soybeans,1513614,1,Exports,Fiscal Quarter 1
IN,2022,World,"Dextrins, Peptones, And Proteins",66033626,4,Exports,Fiscal Quarter 4
PA,2022,Panama,Food Preparations,2656467,4,Exports,Fiscal Quarter 4
MN,2022,Iceland,Corn,3735,4,Exports,Fiscal Quarter 4
ND,2024,Malaysia,Wheat,102323,3,Exports,Fiscal Quarter 3
HI,2021,World,"Coffee, Unroasted",3209161,2,Exports,Fiscal Quarter 2
US,2021,South Korea,Beef And Beef Products,394678506,1,Exports,Fiscal Quarter 1
FL,2024,Dominican Republic,Poultry Meat And Products (Excluding Eggs),6884613,1,Exports,Fiscal Quarter 1
MI,2019,World,"Bakery Goods, Cereals, And Pasta",38335552,2,Exports,Fiscal Quarter 2
WI,2022,South Korea,Beef And Beef Products,14208527,3,Exports,Fiscal Quarter 3
TX,2023,Vietnam,Cotton,98103222,2,Exports,Fiscal Quarter 2
PR,2019,Jamaica,Non-Alcoholic Beverages (Excluding Juices),373997,4,Exports,Fiscal Quarter 4
NV,2023,World,Dairy Products,23407045,1,Exports,Fiscal Quarter 1
AZ,2019,World,Non-Alcoholic Beverages (Excluding Juices),29324896,1,Exports,Fiscal Quarter 1
NC,2024,Mexico,Poultry Meat And Products (Excluding Eggs),7965079,3,Exports,Fiscal Quarter 3
OH,2022,Panama,"Bakery Goods, Cereals, And Pasta",499889,2,Exports,Fiscal Quarter 2
IA,2023,Mexico,Soybean Meal,65085948,4,Exports,Fiscal Quarter 4
IN,2021,World,Dairy Products,28623971,3,Exports,Fiscal Quarter 3
KS,2020,Venezuela,Wheat,9693331,2,Exports,Fiscal Quarter 2
UT,2020,Taiwan,Essential Oils,4218539,2,Exports,Fiscal Quarter 2
RI,2024,Canada,"Meat Products, Nesoi",1467647,1,Exports,Fiscal Quarter 1
RI,2019,Barbados,"Coffee, Unroasted",3606,1,Exports,Fiscal Quarter 1
NV,2021,Hong Kong,Condiments And Sauces,46003,3,Exports,Fiscal Quarter 3
MO,2020,Vietnam,Soybeans,1536185,1,Exports,Fiscal Quarter 1
TN,2023,China,Cotton,76491326,3,Exports,Fiscal Quarter 3
FL,2023,Guatemala,Dairy Products,7670474,1,Exports,Fiscal Quarter 1
OH,2020,Canada,"Bakery Goods, Cereals, And Pasta",38190681,4,Exports,Fiscal Quarter 4
ME,2021,Canada,Fresh Vegetables,3524297,3,Exports,Fiscal Quarter 3
UT,2024,World,Beef And Beef Products,80264130,2,Exports,Fiscal Quarter 2
OR,2019,China,Planting Seeds,8652362,1,Exports,Fiscal Quarter 1
OK,2021,South Korea,Pork And Pork Products,995412,4,Exports,Fiscal Quarter 4
CO,2020,Japan,Beef And Beef Products,34103818,1,Exports,Fiscal Quarter 1
WA,2023,China,Soybeans,4835109834,1,Exports,Fiscal Quarter 1
CO,2024,Japan,Beef And Beef Products,39831345,1,Exports,Fiscal Quarter 1
NM,2024,World,Tree Nuts,6646661,3,Exports,Fiscal Quarter 3
OH,2022,Panama,"Bakery Goods, Cereals, And Pasta",298524,4,Exports,Fiscal Quarter 4
AR,2020,Vietnam,Cotton,10272963,2,Exports,Fiscal Quarter 2
VA,2023,Egypt,Soybeans,39100000,2,Exports,Fiscal Quarter 2
AL,2024,Mexico,Eggs And Products,1537113,2,Exports,Fiscal Quarter 2
ID,2023,Canada,Processed Vegetables,13258314,3,Exports,Fiscal Quarter 3
IL,2019,Mexico,Corn,191898162,4,Exports,Fiscal Quarter 4
VT,2022,Thailand,Dairy Products,20000,1,Exports,Fiscal Quarter 1
KY,2020,Canada,Distilled Spirits,12094032,2,Exports,Fiscal Quarter 2
WI,2020,Hong Kong,Beef And Beef Products,2614124,1,Exports,Fiscal Quarter 1
WY,2023,Canada,Condiments And Sauces,192018,4,Exports,Fiscal Quarter 4
UT,2021,Hong Kong,Non-Alcoholic Beverages (Excluding Juices),1451996,1,Exports,Fiscal Quarter 1
WA,2024,Japan,Soybeans,76889462,1,Exports,Fiscal Quarter 1
OK,2020,Japan,"Dextrins, Peptones, And Proteins",3229232,1,Exports,Fiscal Quarter 1
VA,2023,China,Pork And Pork Products,48414553,1,Exports,Fiscal Quarter 1
TN,2024,World,Tobacco,9070572,1,Exports,Fiscal Quarter 1
NJ,2021,World,Vegetable Oils (Excluding Soybean),59793383,2,Exports,Fiscal Quarter 2
MI,2024,United Arab Emirates,"Bakery Goods, Cereals, And Pasta",780604,2,Exports,Fiscal Quarter 2
MT,2020,Canada,Live Animals,43242238,1,Exports,Fiscal Quarter 1
OK,2022,World,Pork And Pork Products,44413515,1,Exports,Fiscal Quarter 1
AR,2021,New Zealand,Food Preparations,60790,3,Exports,Fiscal Quarter 3
MA,2023,Saudi Arabia,"Bakery Goods, Cereals, And Pasta",197092,4,Exports,Fiscal Quarter 4
AZ,2019,Colombia,Food Preparations,1041742,2,Exports,Fiscal Quarter 2
IA,2024,Canada,Soybean Meal,45968030,3,Exports,Fiscal Quarter 3
VA,2023,Belgium,Tobacco,94227654,2,Exports,Fiscal Quarter 2
MA,2022,Japan,"Bakery Goods, Cereals, And Pasta",120256,3,Exports,Fiscal Quarter 3
PR,2019,World,Non-Alcoholic Beverages (Excluding Juices),3887150,4,Exports,Fiscal Quarter 4
OK,2022,Mexico,Wheat,52695589,1,Exports,Fiscal Quarter 1
NM,2019,World,Cotton,195351,1,Exports,Fiscal Quarter 1
SD,2024,Canada,Dairy Products,2694024,1,Exports,Fiscal Quarter 1
NJ,2024,United Arab Emirates,"Bakery Goods, Cereals, And Pasta",1443717,3,Exports,Fiscal Quarter 3
ME,2019,South Korea,Live Animals,262732,2,Exports,Fiscal Quarter 2
VT,2024,Canada,Confectionery,932946,1,Exports,Fiscal Quarter 1
PA,2023,Mexico,Food Preparations,4028703,3,Exports,Fiscal Quarter 3
AZ,2021,World,Fresh Vegetables,187900267,2,Exports,Fiscal Quarter 2
HI,2023,South Korea,Non-Alcoholic Beverages (Excluding Juices),124144,4,Exports,Fiscal Quarter 4
AR,2020,Guatemala,Poultry Meat And Products (Excluding Eggs),10179379,2,Exports,Fiscal Quarter 2
DE,2022,World,Wine And Related Products,3694500,1,Exports,Fiscal Quarter 1
WI,2020,Canada,Food Preparations,22523731,2,Exports,Fiscal Quarter 2
MD,2019,China,"Dextrins, Peptones, And Proteins",837227,4,Exports,Fiscal Quarter 4
AR,2021,Netherlands,Food Preparations,195680,3,Exports,Fiscal Quarter 3
CA,2021,Taiwan,Fresh Vegetables,945795,2,Exports,Fiscal Quarter 2
WY,2022,Canada,Pulses,31403,4,Exports,Fiscal Quarter 4
CO,2021,Mexico,Beef And Beef Products,47519481,1,Exports,Fiscal Quarter 1
NM,2020,Vietnam,"Other Feeds, Meals, And Fodders",241022,2,Exports,Fiscal Quarter 2
AL,2019,World,Soybeans,62211283,1,Exports,Fiscal Quarter 1
CO,2022,Mexico,"Other Feeds, Meals, And Fodders",3397005,2,Exports,Fiscal Quarter 2
US,2019,Mexico,Beef And Beef Products,237373974,3,Exports,Fiscal Quarter 3
HI,2024,Japan,"Bakery Goods, Cereals, And Pasta",1541752,3,Exports,Fiscal Quarter 3
MD,2020,Canada,Condiments And Sauces,3886097,3,Exports,Fiscal Quarter 3
OK,2024,South Korea,Pork And Pork Products,1297477,1,Exports,Fiscal Quarter 1
OK,2024,Netherlands,"Dextrins, Peptones, And Proteins",2718644,3,Exports,Fiscal Quarter 3
KS,2024,World,Soybeans,60485647,2,Exports,Fiscal Quarter 2
MD,2021,World,Condiments And Sauces,12245466,2,Exports,Fiscal Quarter 2
ID,2024,Taiwan,Food Preparations,1438330,2,Exports,Fiscal Quarter 2
AR,2022,Taiwan,Poultry Meat And Products (Excluding Eggs),1991639,3,Exports,Fiscal Quarter 3
MS,2020,Vietnam,Cotton,50052862,4,Exports,Fiscal Quarter 4
AZ,2024,United Arab Emirates,Hay,371086,1,Exports,Fiscal Quarter 1
MA,2021,Sweden,"Dextrins, Peptones, And Proteins",4427810,4,Exports,Fiscal Quarter 4
FL,2021,Bahamas,Fresh Vegetables,2713406,3,Exports,Fiscal Quarter 3
MN,2022,South Korea,Distillers Grains,9982992,1,Exports,Fiscal Quarter 1
IA,2020,Mexico,Corn,163194142,4,Exports,Fiscal Quarter 4
NH,2019,World,Animal Fats,3705000,2,Exports,Fiscal Quarter 2
WV,2022,Brazil,Eggs And Products,1880266,4,Exports,Fiscal Quarter 4
AR,2019,World,Cotton,24389014,3,Exports,Fiscal Quarter 3
NY,2024,Mexico,Non-Alcoholic Beverages (Excluding Juices),322812,2,Exports,Fiscal Quarter 2
UT,2022,Singapore,Dairy Products,751354,1,Exports,Fiscal Quarter 1
MN,2021,Canada,Dairy Products,10710634,4,Exports,Fiscal Quarter 4
VA,2020,Sri Lanka,Soybean Meal,6276683,2,Exports,Fiscal Quarter 2
WV,2024,South Africa,Poultry Meat And Products (Excluding Eggs),200264,2,Exports,Fiscal Quarter 2
OK,2020,Switzerland,"Dextrins, Peptones, And Proteins",1521531,4,Exports,Fiscal Quarter 4
PR,2021,World,Dairy Products,2862623,3,Exports,Fiscal Quarter 3
MD,2019,Canada,Essential Oils,3038299,3,Exports,Fiscal Quarter 3
MN,2022,Mexico,Dairy Products,14434873,2,Exports,Fiscal Quarter 2
AZ,2021,Mexico,Dairy Products,8261276,2,Exports,Fiscal Quarter 2
IN,2022,Canada,"Dextrins, Peptones, And Proteins",14791700,1,Exports,Fiscal Quarter 1
ID,2023,Mexico,Dairy Products,7795469,2,Exports,Fiscal Quarter 2
NE,2022,World,Soybean Meal,77382895,2,Exports,Fiscal Quarter 2
SC,2019,Germany,Dog And Cat Food,1171477,3,Exports,Fiscal Quarter 3
NE,2022,Taiwan,Soybeans,3445836,4,Exports,Fiscal Quarter 4
MS,2023,Canada,"Other Feeds, Meals, And Fodders",1274098,3,Exports,Fiscal Quarter 3
NJ,2021,World,Fruit And Vegetable Juices,42964182,4,Exports,Fiscal Quarter 4
MT,2023,Canada,Live Animals,18111912,3,Exports,Fiscal Quarter 3
NC,2021,Mexico,Food Preparations,11730141,2,Exports,Fiscal Quarter 2
UT,2019,Philippines,Food Preparations,8418978,2,Exports,Fiscal Quarter 2
AR,2023,World,Cotton,149662898,2,Exports,Fiscal Quarter 2
ND,2023,Canada,Pulses,17834868,4,Exports,Fiscal Quarter 4
PR,2019,Canada,Non-Alcoholic Beverages (Excluding Juices),1374166,4,Exports,Fiscal Quarter 4
CA,2023,China,Tree Nuts,122878167,4,Exports,Fiscal Quarter 4
WI,2023,Canada,Dairy Products,41979708,1,Exports,Fiscal Quarter 1
TN,2024,Guatemala,"Bakery Goods, Cereals, And Pasta",1282069,1,Exports,Fiscal Quarter 1
CO,2019,Honduras,"Other Feeds, Meals, And Fodders",89272,4,Exports,Fiscal Quarter 4
TN,2024,Lebanon,Tobacco,1900800,2,Exports,Fiscal Quarter 2
ME,2019,China,Live Animals,506265,4,Exports,Fiscal Quarter 4
PR,2022,Netherlands,Distilled Spirits,67311,2,Exports,Fiscal Quarter 2
NE,2022,Mexico,Soybeans,140197650,1,Exports,Fiscal Quarter 1
PA,2020,Canada,"Bakery Goods, Cereals, And Pasta",44257893,1,Exports,Fiscal Quarter 1
MD,2023,China,Condiments And Sauces,879936,1,Exports,Fiscal Quarter 1
WI,2021,Canada,Beef And Beef Products,19729380,3,Exports,Fiscal Quarter 3
AL,2023,China,Live Animals,4404280,2,Exports,Fiscal Quarter 2
VT,2020,Canada,Chocolate And Cocoa Products,14864330,4,Exports,Fiscal Quarter 4
PA,2022,Brazil,Non-Alcoholic Beverages (Excluding Juices),755996,3,Exports,Fiscal Quarter 3
NH,2021,World,"Sugar, Sweeteners, Beverage Bases",1622862,2,Exports,Fiscal Quarter 2
US,2023,India,Tree Nuts,277009438,1,Exports,Fiscal Quarter 1
MI,2023,Vietnam,Dairy Products,1452096,4,Exports,Fiscal Quarter 4
US,2023,World,Soybeans,3201452855,4,Exports,Fiscal Quarter 4
UT,2021,Malaysia,Food Preparations,15057830,4,Exports,Fiscal Quarter 4
CA,2022,India,Tree Nuts,309123970,3,Exports,Fiscal Quarter 3
MO,2023,China,Pork And Pork Products,3943912,3,Exports,Fiscal Quarter 3
ID,2022,World,Live Animals,21444489,1,Exports,Fiscal Quarter 1
LA,2022,South Korea,Soybean Oil,63900899,2,Exports,Fiscal Quarter 2
NM,2019,Mexico,Live Animals,2391643,4,Exports,Fiscal Quarter 4
MI,2021,China,Food Preparations,5510017,1,Exports,Fiscal Quarter 1
NE,2022,Canada,Corn,6363303,2,Exports,Fiscal Quarter 2
NC,2019,World,Pork And Pork Products,127261939,2,Exports,Fiscal Quarter 2
TN,2019,South Africa,"Dextrins, Peptones, And Proteins",894774,2,Exports,Fiscal Quarter 2
NC,2020,South Korea,Pork And Pork Products,29059410,1,Exports,Fiscal Quarter 1
KY,2022,Canada,"Bakery Goods, Cereals, And Pasta",14974706,4,Exports,Fiscal Quarter 4
CO,2023,Japan,Hides And Skins,856260,4,Exports,Fiscal Quarter 4
MT,2021,Canada,Wheat,1877667,2,Exports,Fiscal Quarter 2
TN,2022,Argentina,"Bakery Goods, Cereals, And Pasta",2221437,3,Exports,Fiscal Quarter 3
WI,2023,Canada,Beef And Beef Products,9818812,4,Exports,Fiscal Quarter 4
VA,2019,South Korea,Pork And Pork Products,3901972,4,Exports,Fiscal Quarter 4
PR,2021,Belgium,Non-Alcoholic Beverages (Excluding Juices),520400,2,Exports,Fiscal Quarter 2
MN,2021,Canada,Soybeans,311826,2,Exports,Fiscal Quarter 2
MS,2023,Costa Rica,"Bakery Goods, Cereals, And Pasta",23496,4,Exports,Fiscal Quarter 4
CA,2021,World,Tree Nuts,1693599137,3,Exports,Fiscal Quarter 3
IL,2021,Japan,Soybeans,10109986,2,Exports,Fiscal Quarter 2
US,2022,Mexico,Beef And Beef Products,266920997,1,Exports,Fiscal Quarter 1
FL,2020,World,Essential Oils,49202649,1,Exports,Fiscal Quarter 1
MO,2019,United Kingdom,Food Preparations,1061398,3,Exports,Fiscal Quarter 3
PR,2020,Chile,Essential Oils,18031,1,Exports,Fiscal Quarter 1
SC,2020,Vietnam,Cotton,7686467,2,Exports,Fiscal Quarter 2
WV,2023,World,Condiments And Sauces,276802,3,Exports,Fiscal Quarter 3
TN,2021,World,Cotton,138897239,4,Exports,Fiscal Quarter 4
RI,2023,Canada,"Bakery Goods, Cereals, And Pasta",82594,3,Exports,Fiscal Quarter 3
KY,2024,Mexico,Pork And Pork Products,1946243,2,Exports,Fiscal Quarter 2
OR,2020,Canada,Processed Vegetables,12271035,1,Exports,Fiscal Quarter 1
MA,2022,World,Fruit And Vegetable Juices,7051699,2,Exports,Fiscal Quarter 2
MS,2024,Taiwan,Poultry Meat And Products (Excluding Eggs),340775,1,Exports,Fiscal Quarter 1
ME,2019,Costa Rica,Processed Vegetables,213551,1,Exports,Fiscal Quarter 1
MT,2021,World,Pulses,41878972,1,Exports,Fiscal Quarter 1
LA,2022,China,Soybeans,767992865,4,Exports,Fiscal Quarter 4
MO,2020,Mexico,Pork And Pork Products,7473102,4,Exports,Fiscal Quarter 4
NM,2020,Singapore,Dairy Products,487813,4,Exports,Fiscal Quarter 4
AL,2022,Mexico,Eggs And Products,1433069,4,Exports,Fiscal Quarter 4
HI,2024,World,"Coffee, Unroasted",1632778,3,Exports,Fiscal Quarter 3
MD,2022,Taiwan,Soybeans,12383991,1,Exports,Fiscal Quarter 1
UT,2019,South Korea,Food Preparations,31588257,4,Exports,Fiscal Quarter 4
TX,2021,Sudan,Wheat,12469440,3,Exports,Fiscal Quarter 3
IN,2019,World,Dairy Products,38054335,1,Exports,Fiscal Quarter 1
VA,2019,Morocco,Soybean Meal,9157906,4,Exports,Fiscal Quarter 4
MO,2019,Canada,Pork And Pork Products,9094151,2,Exports,Fiscal Quarter 2
SC,2019,Canada,"Other Feeds, Meals, And Fodders",1960030,2,Exports,Fiscal Quarter 2
AZ,2021,Egypt,Dairy Products,3227400,4,Exports,Fiscal Quarter 4
WV,2019,Philippines,Poultry Meat And Products (Excluding Eggs),113608,1,Exports,Fiscal Quarter 1
KY,2020,South Korea,Live Animals,4378835,2,Exports,Fiscal Quarter 2
VA,2022,Sri Lanka,Soybean Meal,8460198,2,Exports,Fiscal Quarter 2
PA,2023,World,Non-Alcoholic Beverages (Excluding Juices),65171114,1,Exports,Fiscal Quarter 1
UT,2019,Canada,Beef And Beef Products,2405676,1,Exports,Fiscal Quarter 1
AL,2022,Canada,Eggs And Products,1822193,3,Exports,Fiscal Quarter 3
WY,2020,Canada,Condiments And Sauces,184019,2,Exports,Fiscal Quarter 2
TX,2020,Guatemala,Poultry Meat And Products (Excluding Eggs),4477330,1,Exports,Fiscal Quarter 1
OH,2019,Thailand,Distillers Grains,1969888,4,Exports,Fiscal Quarter 4
IA,2021,Egypt,Corn,22477760,3,Exports,Fiscal Quarter 3
DE,2020,Canada,Food Preparations,910738,2,Exports,Fiscal Quarter 2
SC,2024,Vietnam,Soybeans,6427143,1,Exports,Fiscal Quarter 1
CA,2019,World,Tree Nuts,2818478000,1,Exports,Fiscal Quarter 1
US,2020,South Korea,Corn,4505559,1,Exports,Fiscal Quarter 1
TX,2019,Turkey,Cotton,42981286,4,Exports,Fiscal Quarter 4
KY,2024,Canada,"Bakery Goods, Cereals, And Pasta",14326069,1,Exports,Fiscal Quarter 1
SC,2021,World,"Other Feeds, Meals, And Fodders",29662746,1,Exports,Fiscal Quarter 1
VI,2024,World,Wine And Related Products,782018,3,Exports,Fiscal Quarter 3
NY,2021,World,Food Preparations,67676649,2,Exports,Fiscal Quarter 2
TX,2023,Guatemala,Pork And Pork Products,2082874,2,Exports,Fiscal Quarter 2
NV,2024,Japan,Non-Alcoholic Beverages (Excluding Juices),3211767,1,Exports,Fiscal Quarter 1
LA,2020,Honduras,Wheat,19198145,2,Exports,Fiscal Quarter 2
SC,2019,Belgium,Dog And Cat Food,2761435,1,Exports,Fiscal Quarter 1
NH,2021,United Arab Emirates,"Sugar, Sweeteners, Beverage Bases",111821,2,Exports,Fiscal Quarter 2
CA,2019,United Kingdom,Fresh Vegetables,3244714,4,Exports,Fiscal Quarter 4
TX,2021,Mexico,Cotton,62190102,1,Exports,Fiscal Quarter 1
DE,2022,World,Fruit And Vegetable Juices,3346796,3,Exports,Fiscal Quarter 3
TN,2019,Indonesia,Cotton,22274849,4,Exports,Fiscal Quarter 4
TX,2020,World,Cotton,834299325,2,Exports,Fiscal Quarter 2
WV,2022,Mexico,Live Animals,88273,4,Exports,Fiscal Quarter 4
NV,2022,United Arab Emirates,Dairy Products,396128,4,Exports,Fiscal Quarter 4
AL,2021,Philippines,Live Animals,207210,1,Exports,Fiscal Quarter 1
FL,2024,Guatemala,Beef And Beef Products,8670703,1,Exports,Fiscal Quarter 1
OH,2023,Mexico,"Bakery Goods, Cereals, And Pasta",1895070,3,Exports,Fiscal Quarter 3
NE,2023,Japan,Beef And Beef Products,103615397,3,Exports,Fiscal Quarter 3
MS,2020,World,Rice,6163084,3,Exports,Fiscal Quarter 3
US,2022,South Korea,Beef And Beef Products,793742815,2,Exports,Fiscal Quarter 2
MD,2021,World,Essential Oils,12595353,4,Exports,Fiscal Quarter 4
MA,2021,Netherlands,Processed Fruit,5419997,1,Exports,Fiscal Quarter 1
SC,2019,World,Cotton,19119089,1,Exports,Fiscal Quarter 1
OR,2022,Canada,Hay,222189,4,Exports,Fiscal Quarter 4
HI,2020,Japan,Chocolate And Cocoa Products,168633,3,Exports,Fiscal Quarter 3
PA,2021,Canada,Essential Oils,40340846,4,Exports,Fiscal Quarter 4
CA,2019,Japan,Food Preparations,24482922,3,Exports,Fiscal Quarter 3
CA,2019,Japan,Fresh Vegetables,18537183,1,Exports,Fiscal Quarter 1
NC,2022,Mexico,Food Preparations,9530300,1,Exports,Fiscal Quarter 1
IA,2022,Canada,Pork And Pork Products,37406494,3,Exports,Fiscal Quarter 3
NH,2019,France,Eggs And Products,214544,1,Exports,Fiscal Quarter 1
GA,2020,Philippines,Food Preparations,1786206,1,Exports,Fiscal Quarter 1
CO,2019,Japan,Hides And Skins,1770764,4,Exports,Fiscal Quarter 4
PR,2020,Cayman Islands,Non-Alcoholic Beverages (Excluding Juices),125022,1,Exports,Fiscal Quarter 1
TX,2023,Nigeria,Wheat,50129555,3,Exports,Fiscal Quarter 3
NH,2022,Canada,Confectionery,794925,4,Exports,Fiscal Quarter 4
MA,2022,Argentina,Non-Alcoholic Beverages (Excluding Juices),172561,3,Exports,Fiscal Quarter 3
PR,2024,World,Non-Alcoholic Beverages (Excluding Juices),4620091,1,Exports,Fiscal Quarter 1
KS,2020,World,Corn,79017556,1,Exports,Fiscal Quarter 1
IL,2022,World,Distillers Grains,262781846,3,Exports,Fiscal Quarter 3
NM,2020,Turkey,Cotton,402896,3,Exports,Fiscal Quarter 3
CA,2022,Mexico,Food Preparations,101251351,1,Exports,Fiscal Quarter 1
ME,2024,Canada,Processed Vegetables,4575379,3,Exports,Fiscal Quarter 3
SC,2024,United Arab Emirates,Poultry Meat And Products (Excluding Eggs),2180334,3,Exports,Fiscal Quarter 3
TN,2023,World,Cotton,197794907,4,Exports,Fiscal Quarter 4
SC,2021,Vietnam,Cotton,1531875,1,Exports,Fiscal Quarter 1
DE,2021,South Korea,Food Preparations,38108,3,Exports,Fiscal Quarter 3
MI,2020,China,Dairy Products,1242994,2,Exports,Fiscal Quarter 2
DC,2019,World,Essential Oils,163387,2,Exports,Fiscal Quarter 2
NV,2022,South Korea,Non-Alcoholic Beverages (Excluding Juices),29813709,3,Exports,Fiscal Quarter 3
KY,2023,Canada,Live Animals,3942375,2,Exports,Fiscal Quarter 2
KY,2023,United Kingdom,"Bakery Goods, Cereals, And Pasta",4114393,2,Exports,Fiscal Quarter 2
IN,2021,South Korea,"Dextrins, Peptones, And Proteins",2367303,1,Exports,Fiscal Quarter 1
IL,2020,World,Food Preparations,80590918,3,Exports,Fiscal Quarter 3
VT,2024,Bermuda,Non-Alcoholic Beverages (Excluding Juices),18700,1,Exports,Fiscal Quarter 1
PR,2020,Curacao,Processed Fruit,38395,1,Exports,Fiscal Quarter 1
IA,2022,Jamaica,Soybean Meal,989598,1,Exports,Fiscal Quarter 1
RI,2021,Costa Rica,"Meat Products, Nesoi",9931,1,Exports,Fiscal Quarter 1
MS,2022,China,Poultry Meat And Products (Excluding Eggs),12568782,1,Exports,Fiscal Quarter 1
NM,2020,Mexico,Dairy Products,24840690,4,Exports,Fiscal Quarter 4
WY,2024,Canada,Condiments And Sauces,307415,3,Exports,Fiscal Quarter 3
UT,2020,World,Hay,38243546,3,Exports,Fiscal Quarter 3
ND,2020,Canada,Wheat,4433082,3,Exports,Fiscal Quarter 3
NC,2020,Japan,Pork And Pork Products,14585949,4,Exports,Fiscal Quarter 4
GA,2019,World,Distillers Grains,36056573,2,Exports,Fiscal Quarter 2
FL,2019,Guatemala,Beef And Beef Products,5798328,1,Exports,Fiscal Quarter 1
AZ,2020,World,Non-Alcoholic Beverages (Excluding Juices),29263766,2,Exports,Fiscal Quarter 2
OK,2020,Indonesia,Cotton,2349695,2,Exports,Fiscal Quarter 2
NJ,2020,Canada,Essential Oils,19020693,2,Exports,Fiscal Quarter 2
HI,2021,Canada,Fresh Fruit,522447,1,Exports,Fiscal Quarter 1
ID,2019,South Korea,Dairy Products,14937538,3,Exports,Fiscal Quarter 3
NJ,2020,Israel,Fruit And Vegetable Juices,304920,4,Exports,Fiscal Quarter 4
CT,2024,Canada,Dog And Cat Food,2151733,3,Exports,Fiscal Quarter 3
NC,2021,World,Pork And Pork Products,108900809,1,Exports,Fiscal Quarter 1
FL,2020,Honduras,Food Preparations,3053426,4,Exports,Fiscal Quarter 4
KY,2023,United Kingdom,Distilled Spirits,3089288,2,Exports,Fiscal Quarter 2
SC,2019,Chile,Poultry Meat And Products (Excluding Eggs),5111703,3,Exports,Fiscal Quarter 3
MA,2023,Chile,Non-Alcoholic Beverages (Excluding Juices),77707,1,Exports,Fiscal Quarter 1
WV,2023,World,"Other Feeds, Meals, And Fodders",621650,3,Exports,Fiscal Quarter 3
AL,2020,Vietnam,Cotton,10106108,2,Exports,Fiscal Quarter 2
WV,2019,Algeria,Live Animals,122442,3,Exports,Fiscal Quarter 3
RI,2024,Australia,"Bakery Goods, Cereals, And Pasta",73234,1,Exports,Fiscal Quarter 1
CT,2020,Guyana,Tobacco,8578,3,Exports,Fiscal Quarter 3
MD,2024,World,Poultry Meat And Products (Excluding Eggs),22073335,3,Exports,Fiscal Quarter 3
OH,2020,World,Soybeans,653060237,4,Exports,Fiscal Quarter 4
ME,2020,Canada,Live Animals,1349564,2,Exports,Fiscal Quarter 2
VA,2022,World,Soybeans,460353310,3,Exports,Fiscal Quarter 3
HI,2019,Canada,Fresh Fruit,886201,1,Exports,Fiscal Quarter 1
TN,2020,Germany,Distilled Spirits,2354537,1,Exports,Fiscal Quarter 1
MI,2022,Canada,Beef And Beef Products,7084418,3,Exports,Fiscal Quarter 3
SC,2023,Switzerland,Vegetable Oils (Excluding Soybean),1058400,3,Exports,Fiscal Quarter 3
SC,2023,Thailand,Soybeans,7925929,2,Exports,Fiscal Quarter 2
TN,2020,Philippines,Poultry Meat And Products (Excluding Eggs),267580,3,Exports,Fiscal Quarter 3
AR,2022,Thailand,"Other Feeds, Meals, And Fodders",1390130,2,Exports,Fiscal Quarter 2
MO,2020,Hong Kong,Soybean Meal,554049,2,Exports,Fiscal Quarter 2
CT,2023,Canada,Dog And Cat Food,2853485,3,Exports,Fiscal Quarter 3
SC,2019,Bangladesh,"Other Feeds, Meals, And Fodders",990240,4,Exports,Fiscal Quarter 4
NE,2022,World,Pork And Pork Products,63213427,4,Exports,Fiscal Quarter 4
NH,2023,Jordan,Condiments And Sauces,20000,3,Exports,Fiscal Quarter 3
TX,2019,China,Cotton,95323729,2,Exports,Fiscal Quarter 2
NJ,2019,Canada,Essential Oils,14556614,1,Exports,Fiscal Quarter 1
OR,2021,Canada,Planting Seeds,19977205,2,Exports,Fiscal Quarter 2
ID,2019,Canada,Pulses,6134375,2,Exports,Fiscal Quarter 2
MD,2022,Angola,Poultry Meat And Products (Excluding Eggs),467334,1,Exports,Fiscal Quarter 1
MO,2022,Mexico,Dairy Products,49304209,3,Exports,Fiscal Quarter 3
NC,2020,Belgium,Processed Vegetables,3444496,1,Exports,Fiscal Quarter 1
HI,2020,Japan,Tree Nuts,179632,2,Exports,Fiscal Quarter 2
CT,2024,Nicaragua,Tobacco,1295030,3,Exports,Fiscal Quarter 3
NC,2022,Thailand,Cotton,2664412,1,Exports,Fiscal Quarter 1
MA,2022,Chile,"Bakery Goods, Cereals, And Pasta",163177,3,Exports,Fiscal Quarter 3
CA,2021,Japan,Food Preparations,33754345,3,Exports,Fiscal Quarter 3
CO,2020,Thailand,Hides And Skins,1150763,1,Exports,Fiscal Quarter 1
NJ,2022,United Kingdom,Vegetable Oils (Excluding Soybean),43693,3,Exports,Fiscal Quarter 3
KY,2020,Nicaragua,"Bakery Goods, Cereals, And Pasta",325695,2,Exports,Fiscal Quarter 2
OR,2021,World,Tree Nuts,33823723,2,Exports,Fiscal Quarter 2
ID,2023,China,Dairy Products,11970411,3,Exports,Fiscal Quarter 3
US,2019,Germany,Tree Nuts,216305146,2,Exports,Fiscal Quarter 2
MA,2024,United Kingdom,"Dextrins, Peptones, And Proteins",3287148,1,Exports,Fiscal Quarter 1
MS,2023,Bangladesh,Cotton,13740754,4,Exports,Fiscal Quarter 4
LA,2020,World,Soybean Oil,147049151,1,Exports,Fiscal Quarter 1
WA,2019,Bangladesh,Soybeans,41344727,1,Exports,Fiscal Quarter 1
