State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
NY,2021,France,Distilled Spirits,201610680,3,Imports,Fiscal Quarter 3
IA,2023,Italy,Other Feeds And Grain Products,2441036,1,Imports,Fiscal Quarter 1
AR,2023,Mexico,Distilled Spirits,11425060,3,Imports,Fiscal Quarter 3
MD,2022,Tunisia,Vegetable Oils,10042214,2,Imports,Fiscal Quarter 2
IL,2023,Ireland,Dairy Products,15833286,2,Imports,Fiscal Quarter 2
AZ,2024,Italy,"Baked Goods, Cereals, And Pasta",546207,2,Imports,Fiscal Quarter 2
AL,2023,Mexico,"Baked Goods, Cereals, And Pasta",179366,1,Imports,Fiscal Quarter 1
MO,2019,Canada,Spices,543615,2,Imports,Fiscal Quarter 2
MT,2021,Canada,Planting Seeds,2785014,2,Imports,Fiscal Quarter 2
GA,2019,World,"Sugars, Sweeteners, And Beverage Bases",31418266,1,Imports,Fiscal Quarter 1
NY,2023,Germany,Distilled Spirits,8306410,3,Imports,Fiscal Quarter 3
DC,2022,Mexico,Chocolate And Cocoa Products,15479451,4,Imports,Fiscal Quarter 4
WV,2019,Italy,Wine And Related Products,39097,4,Imports,Fiscal Quarter 4
DE,2023,Honduras,Fresh Fruit - Other,5772675,1,Imports,Fiscal Quarter 1
PR,2019,Nicaragua,Processed Fruit And Vegetables,2462008,2,Imports,Fiscal Quarter 2
CA,2019,Peru,Fresh Vegetables,14519145,1,Imports,Fiscal Quarter 1
UT,2024,China,Essential Oils,2348186,1,Imports,Fiscal Quarter 1
IN,2024,World,Chocolate And Cocoa Products,36932348,2,Imports,Fiscal Quarter 2
CA,2020,China,Processed Fruit And Vegetables,91487734,3,Imports,Fiscal Quarter 3
KS,2024,World,Vegetable Oils,16308874,1,Imports,Fiscal Quarter 1
KY,2021,Poland,"Baked Goods, Cereals, And Pasta",10646,1,Imports,Fiscal Quarter 1
KY,2024,France,Live Animals,373643,3,Imports,Fiscal Quarter 3
ND,2022,Thailand,Processed Fruit And Vegetables,88540,4,Imports,Fiscal Quarter 4
WI,2019,World,Beef And Beef Products,32664066,3,Imports,Fiscal Quarter 3
MN,2021,Canada,Coarse Grains (Including Corn),8598917,3,Imports,Fiscal Quarter 3
WV,2020,Canada,Wine And Related Products,464794,1,Imports,Fiscal Quarter 1
PR,2019,Nicaragua,"Sugars, Sweeteners, And Beverage Bases",8285186,2,Imports,Fiscal Quarter 2
US,2019,Ireland,Distilled Spirits,166564368,3,Imports,Fiscal Quarter 3
HI,2019,Philippines,"Baked Goods, Cereals, And Pasta",345805,2,Imports,Fiscal Quarter 2
WI,2024,China,Processed Fruit And Vegetables,1663448,3,Imports,Fiscal Quarter 3
MA,2023,Mexico,Distilled Spirits,23934736,3,Imports,Fiscal Quarter 3
MN,2019,Canada,Oilseeds,32787582,3,Imports,Fiscal Quarter 3
NJ,2023,World,Distilled Spirits,338740068,4,Imports,Fiscal Quarter 4
HI,2020,Australia,Beef And Beef Products,1559012,4,Imports,Fiscal Quarter 4
NC,2022,Canada,Wine And Related Products,5396116,4,Imports,Fiscal Quarter 4
AL,2019,Canada,Processed Fruit And Vegetables,1124354,2,Imports,Fiscal Quarter 2
US,2019,Ireland,Distilled Spirits,226438811,4,Imports,Fiscal Quarter 4
OR,2024,Philippines,Vegetable Oils,694300,1,Imports,Fiscal Quarter 1
HI,2022,World,Processed Fruit And Vegetables,5400872,3,Imports,Fiscal Quarter 3
OK,2023,Australia,Beef And Beef Products,3204735,2,Imports,Fiscal Quarter 2
MN,2021,World,Live Animals,57693279,4,Imports,Fiscal Quarter 4
TX,2019,World,Fresh Vegetables,396252588,1,Imports,Fiscal Quarter 1
KY,2023,World,Wine And Related Products,7180624,2,Imports,Fiscal Quarter 2
ME,2023,Canada,Vegetable Oils,4738146,4,Imports,Fiscal Quarter 4
ND,2020,World,Coarse Grains (Including Corn),5204606,1,Imports,Fiscal Quarter 1
MI,2024,World,Beef And Beef Products,101681607,2,Imports,Fiscal Quarter 2
FL,2022,Canada,Nursery Products And Cut Flowers,40046524,1,Imports,Fiscal Quarter 1
CO,2023,United Kingdom,Distilled Spirits,4282625,1,Imports,Fiscal Quarter 1
CA,2020,Costa Rica,Fresh Fruit - Other,33191919,3,Imports,Fiscal Quarter 3
VA,2022,World,Wine And Related Products,43549971,4,Imports,Fiscal Quarter 4
LA,2019,Canada,Distilled Spirits,13711263,1,Imports,Fiscal Quarter 1
FL,2019,World,Fresh Fruit - Bananas,271770394,1,Imports,Fiscal Quarter 1
PR,2019,World,"Baked Goods, Cereals, And Pasta",15946467,2,Imports,Fiscal Quarter 2
NJ,2023,France,Distilled Spirits,36456571,3,Imports,Fiscal Quarter 3
AZ,2019,India,"Baked Goods, Cereals, And Pasta",2347788,4,Imports,Fiscal Quarter 4
LA,2024,Vietnam,"Coffee, Unroasted",23429946,1,Imports,Fiscal Quarter 1
AZ,2019,Canada,Fresh Vegetables,3547289,3,Imports,Fiscal Quarter 3
NJ,2019,Canada,"Baked Goods, Cereals, And Pasta",36730811,3,Imports,Fiscal Quarter 3
KY,2022,Mexico,Chocolate And Cocoa Products,1370985,4,Imports,Fiscal Quarter 4
KY,2020,World,Yeast And Baking Powder,8927406,4,Imports,Fiscal Quarter 4
PR,2022,Nicaragua,Beef And Beef Products,14715459,4,Imports,Fiscal Quarter 4
CA,2019,Chile,Fresh Fruit - Berries,93339730,2,Imports,Fiscal Quarter 2
DC,2021,Japan,Beef And Beef Products,6633,1,Imports,Fiscal Quarter 1
NY,2023,Chile,Fresh Fruit - Other,19253165,1,Imports,Fiscal Quarter 1
MA,2023,Netherlands,Fresh Vegetables,46473,3,Imports,Fiscal Quarter 3
TN,2020,World,Distilled Spirits,7399240,1,Imports,Fiscal Quarter 1
US,2021,Italy,"Baked Goods, Cereals, And Pasta",200896648,3,Imports,Fiscal Quarter 3
AL,2024,Mexico,"Baked Goods, Cereals, And Pasta",292248,1,Imports,Fiscal Quarter 1
GA,2021,Argentina,Vegetable Oils,15956565,4,Imports,Fiscal Quarter 4
PR,2022,World,"Sugars, Sweeteners, And Beverage Bases",23740397,4,Imports,Fiscal Quarter 4
TX,2024,World,"Baked Goods, Cereals, And Pasta",356255624,1,Imports,Fiscal Quarter 1
US,2023,China,Vegetable Oils,7435105,1,Imports,Fiscal Quarter 1
MI,2023,United Kingdom,Distilled Spirits,2264619,2,Imports,Fiscal Quarter 2
WA,2023,Australia,Other Livestock Products,1057394,1,Imports,Fiscal Quarter 1
CT,2019,Spain,Wine And Related Products,3347831,2,Imports,Fiscal Quarter 2
UT,2024,China,Essential Oils,1436501,2,Imports,Fiscal Quarter 2
NC,2019,Canada,"Baked Goods, Cereals, And Pasta",12309284,2,Imports,Fiscal Quarter 2
GA,2022,Brazil,Essential Oils,1496336,2,Imports,Fiscal Quarter 2
NH,2022,Italy,Chocolate And Cocoa Products,344056,3,Imports,Fiscal Quarter 3
MS,2023,Colombia,Fresh Fruit - Bananas,6314650,4,Imports,Fiscal Quarter 4
WA,2019,Mexico,Fresh Fruit - Other,280183,1,Imports,Fiscal Quarter 1
UT,2021,Mexico,Chocolate And Cocoa Products,6950366,4,Imports,Fiscal Quarter 4
IL,2021,Mexico,"Baked Goods, Cereals, And Pasta",9148852,4,Imports,Fiscal Quarter 4
PA,2024,Chile,Fresh Fruit - Other,27815110,1,Imports,Fiscal Quarter 1
WA,2021,World,Vegetable Oils,75725396,3,Imports,Fiscal Quarter 3
UT,2022,Indonesia,"Baked Goods, Cereals, And Pasta",2196304,2,Imports,Fiscal Quarter 2
GA,2024,World,Processed Fruit And Vegetables,120035556,3,Imports,Fiscal Quarter 3
HI,2021,Netherlands,Distilled Spirits,306243,3,Imports,Fiscal Quarter 3
KS,2022,World,Other Feeds And Grain Products,53469996,2,Imports,Fiscal Quarter 2
NC,2020,World,Other Feeds And Grain Products,16241669,4,Imports,Fiscal Quarter 4
WV,2024,Canada,Fresh Vegetables,358551,3,Imports,Fiscal Quarter 3
NV,2019,Italy,Wine And Related Products,924262,2,Imports,Fiscal Quarter 2
NM,2021,World,Live Animals,8553342,3,Imports,Fiscal Quarter 3
NC,2022,Turkey,"Tobacco, Unmanufactured",6525896,1,Imports,Fiscal Quarter 1
WA,2022,Hungary,Live Animals,57394,1,Imports,Fiscal Quarter 1
NC,2020,Canada,Other Feeds And Grain Products,4587006,2,Imports,Fiscal Quarter 2
TX,2023,New Zealand,Beef And Beef Products,9398414,2,Imports,Fiscal Quarter 2
OR,2023,Belgium,Fresh Vegetables,15798,2,Imports,Fiscal Quarter 2
VT,2020,World,"Sugars, Sweeteners, And Beverage Bases",8463422,4,Imports,Fiscal Quarter 4
ME,2023,World,Nursery Products And Cut Flowers,16039066,2,Imports,Fiscal Quarter 2
CO,2020,Italy,Wine And Related Products,5166826,1,Imports,Fiscal Quarter 1
OR,2022,Spain,Fresh Vegetables,284387,1,Imports,Fiscal Quarter 1
IA,2022,Argentina,Other Livestock Products,8721471,4,Imports,Fiscal Quarter 4
AZ,2022,Mexico,Beef And Beef Products,34822595,3,Imports,Fiscal Quarter 3
DE,2020,Costa Rica,Fresh Fruit - Bananas,38814299,4,Imports,Fiscal Quarter 4
MI,2023,Mexico,Distilled Spirits,1379180,1,Imports,Fiscal Quarter 1
PA,2022,World,Beef And Beef Products,299891154,2,Imports,Fiscal Quarter 2
OK,2023,World,"Baked Goods, Cereals, And Pasta",9661763,2,Imports,Fiscal Quarter 2
MO,2020,World,"Baked Goods, Cereals, And Pasta",28537550,3,Imports,Fiscal Quarter 3
VI,2024,Denmark,Beer,288273,2,Imports,Fiscal Quarter 2
AR,2024,Canada,Beef And Beef Products,8182654,2,Imports,Fiscal Quarter 2
MS,2024,World,"Baked Goods, Cereals, And Pasta",14532798,1,Imports,Fiscal Quarter 1
NC,2019,Turkey,Other Feeds And Grain Products,2227731,1,Imports,Fiscal Quarter 1
WA,2021,Canada,Processed Fruit And Vegetables,24657024,4,Imports,Fiscal Quarter 4
TX,2023,World,"Baked Goods, Cereals, And Pasta",331954533,1,Imports,Fiscal Quarter 1
VI,2024,Mexico,Distilled Spirits,321036,2,Imports,Fiscal Quarter 2
TX,2023,Honduras,Fresh Vegetables,1343549,2,Imports,Fiscal Quarter 2
PR,2021,Mexico,Distilled Spirits,1243485,2,Imports,Fiscal Quarter 2
FL,2021,France,Distilled Spirits,91932020,1,Imports,Fiscal Quarter 1
PA,2023,Guatemala,Processed Fruit And Vegetables,5058706,3,Imports,Fiscal Quarter 3
NC,2023,World,"Baked Goods, Cereals, And Pasta",31431995,2,Imports,Fiscal Quarter 2
ME,2019,Canada,Other Feeds And Grain Products,4492754,2,Imports,Fiscal Quarter 2
WY,2024,Mexico,Condiments And Sauces,158813,1,Imports,Fiscal Quarter 1
ME,2022,Canada,"Baked Goods, Cereals, And Pasta",7752140,4,Imports,Fiscal Quarter 4
DE,2022,Colombia,Fresh Fruit - Bananas,29062345,4,Imports,Fiscal Quarter 4
LA,2020,Sweden,Distilled Spirits,1444721,2,Imports,Fiscal Quarter 2
IN,2022,Mexico,"Baked Goods, Cereals, And Pasta",2852857,4,Imports,Fiscal Quarter 4
WV,2019,World,Poultry Products And Eggs,1379934,4,Imports,Fiscal Quarter 4
OH,2024,France,Dairy Products,2331376,2,Imports,Fiscal Quarter 2
VI,2021,Italy,Non-Alcoholic Beverages (Excluding Juices),54364,1,Imports,Fiscal Quarter 1
MA,2024,World,Processed Fruit And Vegetables,46900436,1,Imports,Fiscal Quarter 1
WY,2021,World,Condiments And Sauces,919549,4,Imports,Fiscal Quarter 4
KY,2023,New Zealand,Other Feeds And Grain Products,552531,1,Imports,Fiscal Quarter 1
US,2022,Canada,Processed Fruit And Vegetables,647470511,4,Imports,Fiscal Quarter 4
FL,2022,Costa Rica,Fresh Fruit - Bananas,45710300,2,Imports,Fiscal Quarter 2
MD,2023,Madagascar,Spices,9548598,3,Imports,Fiscal Quarter 3
OK,2020,World,Processed Fruit And Vegetables,1910273,2,Imports,Fiscal Quarter 2
WA,2023,Argentina,Processed Fruit And Vegetables,1968592,2,Imports,Fiscal Quarter 2
VA,2023,Spain,Processed Fruit And Vegetables,7568506,2,Imports,Fiscal Quarter 2
IN,2023,Mexico,Vegetable Oils,76810,4,Imports,Fiscal Quarter 4
MN,2023,World,Coarse Grains (Including Corn),39014203,2,Imports,Fiscal Quarter 2
DC,2023,Mexico,Chocolate And Cocoa Products,13370487,3,Imports,Fiscal Quarter 3
AR,2019,Brazil,Fresh Vegetables,4200,1,Imports,Fiscal Quarter 1
CA,2023,World,Processed Fruit And Vegetables,594676697,4,Imports,Fiscal Quarter 4
OH,2020,Italy,"Baked Goods, Cereals, And Pasta",1038736,4,Imports,Fiscal Quarter 4
TX,2024,Argentina,Fresh Vegetables,996614,2,Imports,Fiscal Quarter 2
WA,2024,World,Live Animals,130825990,2,Imports,Fiscal Quarter 2
OK,2023,Ecuador,Nursery Products And Cut Flowers,414648,2,Imports,Fiscal Quarter 2
KY,2021,India,"Tobacco, Manufactured",241891,1,Imports,Fiscal Quarter 1
DE,2021,Honduras,Fresh Fruit - Other,3706160,1,Imports,Fiscal Quarter 1
FL,2020,Mexico,Fresh Vegetables,39522875,1,Imports,Fiscal Quarter 1
OK,2021,Thailand,Pet Food,3311264,1,Imports,Fiscal Quarter 1
DC,2019,World,Wine And Related Products,3400644,3,Imports,Fiscal Quarter 3
WY,2022,Canada,Live Animals,1319517,2,Imports,Fiscal Quarter 2
PR,2023,Dominican Republic,"Baked Goods, Cereals, And Pasta",7519719,4,Imports,Fiscal Quarter 4
RI,2022,Portugal,"Baked Goods, Cereals, And Pasta",4586,2,Imports,Fiscal Quarter 2
VA,2021,Tunisia,Vegetable Oils,380884,4,Imports,Fiscal Quarter 4
VI,2023,Austria,Non-Alcoholic Beverages (Excluding Juices),79625,4,Imports,Fiscal Quarter 4
PA,2023,Canada,Essential Oils,921449,4,Imports,Fiscal Quarter 4
PA,2024,Canada,Chocolate And Cocoa Products,83544341,2,Imports,Fiscal Quarter 2
OR,2022,World,Processed Fruit And Vegetables,36111039,2,Imports,Fiscal Quarter 2
CO,2021,World,Wine And Related Products,18206096,3,Imports,Fiscal Quarter 3
UT,2019,Slovakia,Live Animals,10000,2,Imports,Fiscal Quarter 2
WA,2024,World,Vegetable Oils,56919587,2,Imports,Fiscal Quarter 2
ID,2023,Chile,Planting Seeds,5064238,3,Imports,Fiscal Quarter 3
KY,2022,Mexico,Processed Fruit And Vegetables,862475,2,Imports,Fiscal Quarter 2
UT,2021,Belgium,Chocolate And Cocoa Products,351088,1,Imports,Fiscal Quarter 1
WA,2022,Brazil,"Coffee, Unroasted",25101276,2,Imports,Fiscal Quarter 2
IL,2019,Mexico,Distilled Spirits,55951617,2,Imports,Fiscal Quarter 2
WI,2022,China,Processed Fruit And Vegetables,1118227,2,Imports,Fiscal Quarter 2
OH,2023,Egypt,Processed Fruit And Vegetables,1105618,3,Imports,Fiscal Quarter 3
NJ,2023,Canada,Vegetable Oils,92804518,1,Imports,Fiscal Quarter 1
NJ,2023,New Zealand,Dairy Products,31544794,3,Imports,Fiscal Quarter 3
ME,2019,Peru,Processed Fruit And Vegetables,409267,2,Imports,Fiscal Quarter 2
VI,2022,Denmark,Non-Alcoholic Beverages (Excluding Juices),76945,2,Imports,Fiscal Quarter 2
WY,2024,World,"Baked Goods, Cereals, And Pasta",4426541,3,Imports,Fiscal Quarter 3
DE,2019,Colombia,Fresh Fruit - Bananas,24885907,4,Imports,Fiscal Quarter 4
TN,2019,Netherlands,"Baked Goods, Cereals, And Pasta",367026,3,Imports,Fiscal Quarter 3
CA,2019,Chile,Fresh Fruit - Other,134579228,3,Imports,Fiscal Quarter 3
PA,2020,France,"Baked Goods, Cereals, And Pasta",5789413,2,Imports,Fiscal Quarter 2
SD,2022,Canada,Live Animals,8959517,4,Imports,Fiscal Quarter 4
PR,2020,Dominican Republic,"Sugars, Sweeteners, And Beverage Bases",92146,1,Imports,Fiscal Quarter 1
VT,2023,Germany,Other Feeds And Grain Products,581615,3,Imports,Fiscal Quarter 3
VA,2021,World,Wine And Related Products,47643791,4,Imports,Fiscal Quarter 4
NM,2021,World,Oilseed Meal And Cake,7570353,3,Imports,Fiscal Quarter 3
VI,2024,Poland,Distilled Spirits,98170,1,Imports,Fiscal Quarter 1
WA,2023,Argentina,Processed Fruit And Vegetables,3392326,1,Imports,Fiscal Quarter 1
GA,2023,World,Vegetable Oils,263964735,3,Imports,Fiscal Quarter 3
SD,2023,World,Live Animals,10020882,4,Imports,Fiscal Quarter 4
IA,2021,Argentina,Other Livestock Products,4653952,3,Imports,Fiscal Quarter 3
TN,2023,World,Processed Fruit And Vegetables,11854456,1,Imports,Fiscal Quarter 1
DC,2021,World,Processed Fruit And Vegetables,267356,2,Imports,Fiscal Quarter 2
IN,2019,Italy,Distilled Spirits,2983756,3,Imports,Fiscal Quarter 3
US,2023,Peru,Fresh Vegetables,46654553,2,Imports,Fiscal Quarter 2
DE,2024,Egypt,Processed Fruit And Vegetables,9526778,1,Imports,Fiscal Quarter 1
ID,2023,Canada,Oilseed Meal And Cake,24162328,4,Imports,Fiscal Quarter 4
NE,2019,World,Processed Fruit And Vegetables,9496484,2,Imports,Fiscal Quarter 2
US,2021,World,Processed Fruit And Vegetables,2979952258,3,Imports,Fiscal Quarter 3
SC,2023,Germany,Dairy Products,96650,3,Imports,Fiscal Quarter 3
NE,2024,Canada,Live Animals,22392168,3,Imports,Fiscal Quarter 3
IN,2023,Italy,Chocolate And Cocoa Products,8597809,2,Imports,Fiscal Quarter 2
NY,2020,World,Wine And Related Products,348292613,2,Imports,Fiscal Quarter 2
LA,2022,China,Other Livestock Products,757517,1,Imports,Fiscal Quarter 1
NY,2024,World,Vegetable Oils,194070216,3,Imports,Fiscal Quarter 3
CO,2019,Canada,Beef And Beef Products,9233113,4,Imports,Fiscal Quarter 4
AL,2021,World,Processed Fruit And Vegetables,2904472,4,Imports,Fiscal Quarter 4
IL,2023,Germany,Processed Fruit And Vegetables,10488289,2,Imports,Fiscal Quarter 2
MD,2022,Thailand,Processed Fruit And Vegetables,4159086,3,Imports,Fiscal Quarter 3
CT,2023,South Africa,"Sugars, Sweeteners, And Beverage Bases",15666815,1,Imports,Fiscal Quarter 1
DE,2023,Turkey,Other Feeds And Grain Products,5395640,1,Imports,Fiscal Quarter 1
MD,2019,World,Essential Oils,24150134,2,Imports,Fiscal Quarter 2
NM,2022,Serbia,Live Animals,4500,4,Imports,Fiscal Quarter 4
OH,2022,Mexico,"Baked Goods, Cereals, And Pasta",4048050,4,Imports,Fiscal Quarter 4
CT,2021,World,"Baked Goods, Cereals, And Pasta",13504537,4,Imports,Fiscal Quarter 4
NY,2024,Turkey,Vegetable Oils,19084918,3,Imports,Fiscal Quarter 3
DE,2024,Ecuador,Processed Fruit And Vegetables,9693422,3,Imports,Fiscal Quarter 3
NM,2022,Canada,Fresh Vegetables,35726,3,Imports,Fiscal Quarter 3
AZ,2020,Spain,Fresh Fruit - Other,323200,4,Imports,Fiscal Quarter 4
KS,2022,China,Processed Fruit And Vegetables,173214,2,Imports,Fiscal Quarter 2
KS,2023,India,Processed Fruit And Vegetables,423984,3,Imports,Fiscal Quarter 3
AZ,2024,Italy,"Baked Goods, Cereals, And Pasta",1175392,3,Imports,Fiscal Quarter 3
US,2020,Peru,Processed Fruit And Vegetables,110460851,1,Imports,Fiscal Quarter 1
MN,2023,Peru,Fresh Vegetables,383707,2,Imports,Fiscal Quarter 2
TX,2024,World,"Baked Goods, Cereals, And Pasta",333564132,2,Imports,Fiscal Quarter 2
CT,2022,Argentina,Wine And Related Products,733812,1,Imports,Fiscal Quarter 1
HI,2023,Philippines,"Baked Goods, Cereals, And Pasta",273942,2,Imports,Fiscal Quarter 2
WY,2021,Canada,Condiments And Sauces,111747,2,Imports,Fiscal Quarter 2
OK,2023,World,Fresh Vegetables,2826015,3,Imports,Fiscal Quarter 3
OH,2020,Israel,Fresh Vegetables,128256,1,Imports,Fiscal Quarter 1
MN,2019,Costa Rica,Fresh Fruit - Other,575904,4,Imports,Fiscal Quarter 4
CA,2023,World,Fresh Fruit - Berries,1106687576,2,Imports,Fiscal Quarter 2
NE,2020,China,Other Feeds And Grain Products,98500,2,Imports,Fiscal Quarter 2
NE,2022,China,Yeast And Baking Powder,731478,1,Imports,Fiscal Quarter 1
ID,2020,World,Other Feeds And Grain Products,8916521,3,Imports,Fiscal Quarter 3
US,2024,Spain,Vegetable Oils,308690301,2,Imports,Fiscal Quarter 2
AL,2021,Spain,Vegetable Oils,569373,4,Imports,Fiscal Quarter 4
US,2024,Canada,Distilled Spirits,167283915,2,Imports,Fiscal Quarter 2
AZ,2023,Canada,"Baked Goods, Cereals, And Pasta",17530108,3,Imports,Fiscal Quarter 3
NC,2020,World,Wine And Related Products,21650731,1,Imports,Fiscal Quarter 1
CO,2024,Portugal,"Baked Goods, Cereals, And Pasta",628449,3,Imports,Fiscal Quarter 3
OH,2022,France,Industrial Alcohols And Fatty Acids,157787,3,Imports,Fiscal Quarter 3
WY,2023,Italy,Processed Fruit And Vegetables,11141,1,Imports,Fiscal Quarter 1
VT,2024,France,Chocolate And Cocoa Products,164483,2,Imports,Fiscal Quarter 2
GA,2024,World,"Sugars, Sweeteners, And Beverage Bases",192078098,2,Imports,Fiscal Quarter 2
AR,2023,Canada,Pork And Pork Products,7265695,4,Imports,Fiscal Quarter 4
VA,2020,Canada,Processed Fruit And Vegetables,8293803,2,Imports,Fiscal Quarter 2
MT,2020,United Kingdom,Planting Seeds,14120,1,Imports,Fiscal Quarter 1
AL,2021,Italy,"Baked Goods, Cereals, And Pasta",208274,1,Imports,Fiscal Quarter 1
AL,2023,World,Spices,1372744,3,Imports,Fiscal Quarter 3
NM,2023,World,Live Animals,12038709,3,Imports,Fiscal Quarter 3
WI,2024,Canada,Yeast And Baking Powder,1058142,3,Imports,Fiscal Quarter 3
PR,2022,Mexico,Beef And Beef Products,977713,1,Imports,Fiscal Quarter 1
MA,2019,World,Distilled Spirits,53339877,1,Imports,Fiscal Quarter 1
DC,2020,Cameroon,Processed Fruit And Vegetables,260983,1,Imports,Fiscal Quarter 1
DE,2024,Switzerland,Chocolate And Cocoa Products,7232461,1,Imports,Fiscal Quarter 1
VI,2023,Dominican Republic,"Sugars, Sweeteners, And Beverage Bases",22674,1,Imports,Fiscal Quarter 1
CA,2021,Costa Rica,Fresh Fruit - Other,36759823,4,Imports,Fiscal Quarter 4
NV,2021,Mexico,Live Animals,5728721,3,Imports,Fiscal Quarter 3
WY,2023,United Kingdom,Other Feeds And Grain Products,2837339,3,Imports,Fiscal Quarter 3
NY,2023,Italy,"Baked Goods, Cereals, And Pasta",48561842,1,Imports,Fiscal Quarter 1
AL,2023,New Zealand,Wine And Related Products,482004,1,Imports,Fiscal Quarter 1
ID,2019,World,Processed Fruit And Vegetables,20917149,1,Imports,Fiscal Quarter 1
VI,2019,Ireland,Beer,55075,2,Imports,Fiscal Quarter 2
VA,2020,Colombia,"Coffee, Unroasted",15242415,2,Imports,Fiscal Quarter 2
OK,2021,World,"Baked Goods, Cereals, And Pasta",6263032,3,Imports,Fiscal Quarter 3
MA,2023,Greece,Processed Fruit And Vegetables,2325352,1,Imports,Fiscal Quarter 1
KY,2022,New Zealand,Other Feeds And Grain Products,249441,3,Imports,Fiscal Quarter 3
MO,2020,Italy,Other Feeds And Grain Products,2138377,1,Imports,Fiscal Quarter 1
AR,2020,China,"Baked Goods, Cereals, And Pasta",41962,4,Imports,Fiscal Quarter 4
AR,2019,Canada,Processed Fruit And Vegetables,3909126,2,Imports,Fiscal Quarter 2
LA,2023,Canada,Other Livestock Products,8865711,3,Imports,Fiscal Quarter 3
DE,2024,Honduras,Fresh Fruit - Bananas,15561252,2,Imports,Fiscal Quarter 2
VT,2019,Netherlands,Oilseed Meal And Cake,108068,1,Imports,Fiscal Quarter 1
NY,2023,Italy,Distilled Spirits,17428713,4,Imports,Fiscal Quarter 4
IN,2020,Netherlands,Processed Fruit And Vegetables,1370643,2,Imports,Fiscal Quarter 2
IA,2023,Germany,Other Livestock Products,3698327,2,Imports,Fiscal Quarter 2
ME,2023,Spain,Vegetable Oils,19842,1,Imports,Fiscal Quarter 1
FL,2020,Dominican Republic,"Tobacco, Manufactured",149574760,2,Imports,Fiscal Quarter 2
WA,2023,Germany,Live Animals,3055731,2,Imports,Fiscal Quarter 2
AK,2022,World,Other Feeds And Grain Products,1307633,3,Imports,Fiscal Quarter 3
MS,2019,Guatemala,Fresh Fruit - Other,497779,3,Imports,Fiscal Quarter 3
AZ,2020,Denmark,"Baked Goods, Cereals, And Pasta",63794,2,Imports,Fiscal Quarter 2
WA,2021,World,"Coffee, Unroasted",88593815,3,Imports,Fiscal Quarter 3
AL,2021,Greece,Vegetable Oils,70577,4,Imports,Fiscal Quarter 4
IA,2024,Brazil,Other Livestock Products,5374014,3,Imports,Fiscal Quarter 3
LA,2024,Malaysia,Vegetable Oils,25236642,2,Imports,Fiscal Quarter 2
IL,2019,France,"Baked Goods, Cereals, And Pasta",5216568,4,Imports,Fiscal Quarter 4
MI,2020,Mexico,Processed Fruit And Vegetables,2607695,3,Imports,Fiscal Quarter 3
KS,2019,New Zealand,Beef And Beef Products,2757865,3,Imports,Fiscal Quarter 3
DE,2020,Canada,Pork And Pork Products,5181250,2,Imports,Fiscal Quarter 2
US,2023,World,Processed Fruit And Vegetables,3343708104,1,Imports,Fiscal Quarter 1
MS,2020,Honduras,Processed Fruit And Vegetables,469124,4,Imports,Fiscal Quarter 4
WA,2021,Brazil,Vegetable Oils,392310,1,Imports,Fiscal Quarter 1
PA,2023,Cote D'Ivoire,Chocolate And Cocoa Products,15157228,1,Imports,Fiscal Quarter 1
VT,2022,Indonesia,"Sugars, Sweeteners, And Beverage Bases",1079261,4,Imports,Fiscal Quarter 4
MT,2022,Mexico,Pulses,95847,3,Imports,Fiscal Quarter 3
TN,2024,World,Vegetable Oils,22380548,2,Imports,Fiscal Quarter 2
CA,2019,Canada,Fresh Fruit - Berries,40457011,4,Imports,Fiscal Quarter 4
ME,2023,United Kingdom,Other Feeds And Grain Products,42497,1,Imports,Fiscal Quarter 1
PR,2019,Nicaragua,Processed Fruit And Vegetables,2434951,3,Imports,Fiscal Quarter 3
MA,2020,World,Processed Fruit And Vegetables,26966995,3,Imports,Fiscal Quarter 3
NY,2023,Mexico,Distilled Spirits,53179203,2,Imports,Fiscal Quarter 2
GA,2020,World,"Sugars, Sweeteners, And Beverage Bases",107130102,1,Imports,Fiscal Quarter 1
FL,2019,Ireland,Distilled Spirits,11270643,2,Imports,Fiscal Quarter 2
WA,2022,Canada,Processed Fruit And Vegetables,20163006,1,Imports,Fiscal Quarter 1
MA,2022,World,Distilled Spirits,26403137,2,Imports,Fiscal Quarter 2
IA,2020,France,"Dextrins, Peptones, And Proteins",2525518,1,Imports,Fiscal Quarter 1
NJ,2023,Netherlands,Distilled Spirits,16362226,2,Imports,Fiscal Quarter 2
AZ,2022,South Korea,Processed Fruit And Vegetables,762890,3,Imports,Fiscal Quarter 3
ME,2019,Australia,Wine And Related Products,584478,3,Imports,Fiscal Quarter 3
MA,2021,United Kingdom,Distilled Spirits,11928688,3,Imports,Fiscal Quarter 3
WA,2022,Thailand,Live Animals,274036,4,Imports,Fiscal Quarter 4
AL,2023,Canada,Wine And Related Products,1102752,4,Imports,Fiscal Quarter 4
OR,2020,New Zealand,Other Feeds And Grain Products,796343,4,Imports,Fiscal Quarter 4
HI,2022,Japan,Beer,106136,2,Imports,Fiscal Quarter 2
CT,2023,France,Wine And Related Products,16603473,3,Imports,Fiscal Quarter 3
